"MUNICIPIO","DESCRICAO","REGIAO"
"4122651","ROSARIO DO IVAI","284"
"4122701","SABAUDIA","281"
"4122800","SALGADO FILHO","289"
"4122909","SALTO DO ITARARE","278"
"4123006","SALTO DO LONTRA","289"
"4123105","SANTA AMELIA","279"
"4123204","SANTA CECILIA DO PAVAO","280"
"4123303","SANTA CRUZ DE MONTE CASTELO","283"
"4123402","SANTA FE","281"
"4123501","SANTA HELENA","288"
"4123600","SANTA INES","281"
"4123709","SANTA ISABEL DO IVAI","283"
"4123808","SANTA IZABEL DO OESTE","289"
"4123824","SANTA LUCIA",""
"4123857","SANTA MARIA DO OESTE",""
"4123907","SANTA MARIANA","279"
"4123956","SANTA MONICA",""
"4124004","SANTANA DO ITARARE","278"
"4124020","SANTA TEREZA DO OESTE","288"
"4124053","SANTA TEREZINHA DE ITAIPU","288"
"4124103","SANTO ANTONIO DA PLATINA","279"
"4124202","SANTO ANTONIO DO CAIUA","283"
"4124301","SANTO ANTONIO DO PARAISO","279"
"4124400","SANTO ANTONIO DO SUDOESTE","289"
"4124509","SANTO INACIO","281"
"4124608","SAO CARLOS DO IVAI","282"
"4124707","SAO JERONIMO DA SERRA","280"
"4124806","SAO JOAO","289"
"4124905","SAO JOAO DO CAIUA","283"
"4125001","SAO JOAO DO IVAI","284"
"4125100","SAO JOAO DO TRIUNFO","275"
"4125209","SAO JORGE D'OESTE","289"
"4125308","SAO JORGE DO IVAI","282"
"4125357","SAO JORGE DO PATROCINIO","285"
"4125407","SAO JOSE DA BOA VISTA","278"
"4125456","SAO JOSE DAS PALMEIRAS","288"
"4125506","SAO JOSE DOS PINHAIS","268"
"4125555","SAO MANOEL DO PARANA",""
"4125605","SAO MATEUS DO SUL","275"
"4125704","SAO MIGUEL DO IGUACU","288"
"4125753","SAO PEDRO DO IGUACU",""
"4125803","SAO PEDRO DO IVAI","284"
"4125902","SAO PEDRO DO PARANA","283"
"4126009","SAO SEBASTIAO DA AMOREIRA","280"
"4126108","SAO TOME","285"
"4126207","SAPOPEMA","278"
"4126256","SARANDI","282"
"4126272","SAUDADE DO IGUACU",""
"4126306","SENGES","274"
"4126405","SERTANEJA","279"
"4126504","SERTANOPOLIS","281"
"4126603","SIQUEIRA CAMPOS","278"
"4126652","SULINA","289"
"4126702","TAMBOARA","283"
"4126801","TAPEJARA","285"
"4126900","TAPIRA","285"
"4127007","TEIXEIRA SOARES","276"
"4127106","TELEMACO BORBA","273"
"4127205","TERRA BOA","285"
"4127304","TERRA RICA","283"
"4127403","TERRA ROXA","288"
"4127502","TIBAGI","273"
"4127601","TIJUCAS DO SUL","271"
"4127700","TOLEDO","288"
"4127809","TOMAZINA","278"
"4127858","TRES BARRAS DO PARANA","288"
"4127882","TUNAS DO PARANA",""
"4127908","TUNEIRAS DO OESTE","285"
"4127957","TUPASSI","288"
"4127965","TURVO","290"
"4128005","UBIRATA","286"
"4128104","UMUARAMA","285"
"4128203","UNIAO DA VITORIA","291"
"4128302","UNIFLOR","282"
"4128401","URAI","280"
"4128500","WENCESLAU BRAZ","278"
"4128534","VENTANIA",""
"4128559","VERA CRUZ DO OESTE","288"
"4128609","VERE","289"
"4128625","VILA ALTA",""
"4128633","DOUTOR ULYSSES",""
"4128658","VIRMOND",""
"4128708","VITORINO","289"
"4128807","XAMBRE","285"
"4200000","SANTA CATARINA - IGNORADO",""
"4200051","ABDON BATISTA","008"
"4200101","ABELARDO LUZ","001"
"4200200","AGROLANDIA","004"
"4200309","AGRONOMICA","004"
"4200408","AGUA DOCE","008"
"4200507","AGUAS DE CHAPECO","010"
"4200556","AGUAS FRIAS","010"
"4200606","AGUAS MORNAS","018"
"4200705","ALFREDO WAGNER","018"
"4200804","ANCHIETA","005"
"4200903","ANGELINA","018"
"4201000","ANITA GARIBALDI","015"
"4201109","ANITAPOLIS","018"
"4201208","ANTONIO CARLOS","018"
"4201257","APIUNA","009"
"4201273","ARABUTA","003"
"4201307","ARAQUARI","013"
"4201406","ARARANGUA","006"
"4201505","ARMAZEM","014"
"4201604","ARROIO TRINTA","002"
"4201653","ARVOREDO","003"
"4201703","ASCURRA","009"
"4201802","ATALANTA","004"
"4201901","AURORA","004"
"4202008","BALNEARIO CAMBORIU","007"
"4202057","BALNEARIO BARRA DO SUL","013"
"4202107","BARRA VELHA","017"
"4202156","BELMONTE","005"
"4202206","BENEDITO NOVO","009"
"4202305","BIGUACU","018"
"4202404","BLUMENAU","009"
"4202453","BOMBINHAS","007"
"4202503","BOM JARDIM DA SERRA","015"
"4202602","BOM RETIRO","015"
"4202701","BOTUVERA","009"
"4202800","BRACO DO NORTE","014"
"4202859","BRACO DO TROMBUDO","004"
"4202909","BRUSQUE","009"
"4203006","CACADOR","016"
"4203105","CAIBI","010"
"4203154","CALMON","016"
"4203204","CAMBORIU","007"
"4203303","CAMPO ALEGRE","013"
"4203402","CAMPO BELO DO SUL","015"
"4203501","CAMPO ERE","010"
"4203600","CAMPOS NOVOS","008"
"4203709","CANELINHA","018"
"4203808","CANOINHAS","016"
"4203907","CAPINZAL","008"
"4203956","CAPIVARI DE BAIXO","014"
"4204004","CATANDUVAS","008"
"4204103","CAXAMBU DO SUL","010"
"4204152","CELSO RAMOS","015"
"4204178","CERRO NEGRO","015"
"4204202","CHAPECO","010"
"4204251","COCAL DO SUL","012"
"4204301","CONCORDIA","003"
"4204350","CORDILHEIRA ALTA","010"
"4204400","CORONEL FREITAS","010"
"4204459","CORONEL MARTINS","001"
"4204509","CORUPA","017"
"4204558","CORREIA PINTO","015"
"4204608","CRICIUMA","012"
"4204707","CUNHA PORA","010"
"4204806","CURITIBANOS","002"
"4204905","DESCANSO","005"
"4205001","DIONISIO CERQUEIRA","005"
"4205100","DONA EMMA","004"
"4205159","DOUTOR PEDRINHO","009"
"4205209","ERVAL VELHO","008"
"4205308","FAXINAL DOS GUEDES","001"
"4205407","FLORIANOPOLIS","018"
"4205431","FORMOSA DO SUL","010"
"4205456","FORQUILHINHA","012"
"4205506","FRAIBURGO","002"
"4205605","GALVAO","001"
"4205704","GAROPABA","018"
"4205803","GARUVA","013"
"4205902","GASPAR","009"
"4206009","GOVERNADOR CELSO RAMOS","018"
"4206108","GRAO PARA","014"
"4206207","GRAVATAL","014"
"4206306","GUABIRUBA","009"
"4206405","GUARACIABA","005"
"4206504","GUARAMIRIM","017"
"4206603","GUARUJA DO SUL","005"
"4206652","GUATAMBU","010"
"4206702","HERVAL D'OESTE","008"
"4206801","IBICARE","008"
"4206900","IBIRAMA","004"
"4207007","ICARA","012"
"4207106","ILHOTA","007"
"4207205","IMARUI","014"
"4207304","IMBITUBA","014"
"4207403","IMBUIA","004"
"4207502","INDAIAL","009"
"4207601","IPIRA","003"
"4207650","IPORA DO OESTE","005"
"4207684","IPUACU","001"
"4207700","IPUMIRIM","003"
"4207759","IRACEMINHA","010"
"4207809","IRANI","003"
"4207858","IRATI","010"
"4207908","IRINEOPOLIS","016"
"4208005","ITA","003"
"4208104","ITAIOPOLIS","011"
"4208203","ITAJAI","007"
"4208302","ITAPEMA","007"
"4208401","ITAPIRANGA","005"
"4208450","ITAPOA","013"
"4208500","ITUPORANGA","004"
"4208609","JABORA","003"
"4208708","JACINTO MACHADO","006"
"4208807","JAGUARUNA","014"
"4208906","JARAGUA DO SUL","017"
"4208955","JARDINOPOLIS","010"
"4209003","JOACABA","008"
"4209102","JOINVILLE","013"
"4209151","JOSE BOITEUX","004"
"4209201","LACERDOPOLIS","008"
"4209300","LAGES","015"
"4209409","LAGUNA","014"
"4209458","LAJEADO GRANDE","001"
"4209508","LAURENTINO","004"
"4209607","LAURO MULLER","012"
"4209706","LEBON REGIS","002"
"4209805","LEOBERTO LEAL","018"
"4209854","LINDOIA DO SUL","003"
"4209904","LONTRAS","004"
"4210001","LUIZ ALVES","007"
"4210050","MACIEIRA","002"
"4210100","MAFRA","011"
"4210209","MAJOR GERCINO","018"
"4210308","MAJOR VIEIRA","016"
"4210407","MARACAJA","006"
"4210506","MARAVILHA","010"
"4210555","MAREMA","001"
"4210605","MASSARANDUBA","017"
"4210704","MATOS COSTA","016"
"4210803","MELEIRO","006"
"4210852","MIRIM DOCE","004"
"4210902","MODELO","010"
"4211009","MONDAI","005"
"4211058","MONTE CARLO","008"
"4211108","MONTE CASTELO","011"
"4211207","MORRO DA FUMACA","012"
"4211256","MORRO GRANDE","006"
"4211306","NAVEGANTES","007"
"4211405","NOVA ERECHIM","010"
"4211454","NOVA ITABERABA","010"
"4211504","NOVA TRENTO","018"
"4211603","NOVA VENEZA","012"
"4211652","NOVO HORIZONTE","010"
"4211702","ORLEANS","014"
"4211751","OTACILIO COSTA","015"
"4211801","OURO","008"
"4211850","OURO VERDE","001"
"4211900","PALHOCA","018"
"4212007","PALMA SOLA","005"
"4212106","PALMITOS","010"
"4212205","PAPANDUVA","011"
"4212239","PARAISO","005"
"4212254","PASSO DE TORRES","006"
"4212270","PASSOS MAIA","001"
"4212304","PAULO LOPES","018"
"4212403","PEDRAS GRANDES","014"
"4212502","PENHA","007"
"4212601","PERITIBA","003"
"4212700","PETROLANDIA","004"
"4212809","PICARRAS","007"
"4212908","PINHALZINHO","010"
"4213005","PINHEIRO PRETO","008"
"4213104","PIRATUBA","003"
"4213153","PLANALTO ALEGRE","010"
"4213203","POMERODE","009"
"4213302","PONTE ALTA","015"
"4213351","PONTE ALTA DO NORTE","002"
"4213401","PONTE SERRADA","001"
"4213500","PORTO BELO","007"
"4213609","PORTO UNIAO","016"
"4213708","POUSO REDONDO","004"
"4213807","PRAIA GRANDE","006"
"4213906","PRESIDENTE CASTELO BRANCO","003"
"4214003","PRESIDENTE GETULIO","004"
"4214102","PRESIDENTE NEREU","004"
"4214201","QUILOMBO","010"
"4214300","RANCHO QUEIMADO","018"
"4214409","RIO DAS ANTAS","002"
"4214508","RIO DO CAMPO","004"
"4214607","RIO DO OESTE","004"
"4214706","RIO DOS CEDROS","009"
"4214805","RIO DO SUL","004"
"4214904","RIO FORTUNA","014"
"4215000","RIO NEGRINHO","013"
"4215059","RIO RUFINO","015"
"4215075","RIQUEZA","005"
"4215109","RODEIO","009"
"4215208","ROMELANDIA","005"
"4215307","SALETE","004"
"4215406","SALTO VELOSO","002"
"4215455","SANGAO","014"
"4215505","SANTA CECILIA","002"
"4215554","SANTA HELENA","005"
"4215604","SANTA ROSA DE LIMA","014"
"4215653","SANTA ROSA DO SUL","006"
"4215679","SANTA TEREZINHA","004"
"4215703","SANTO AMARO DA IMPERATRIZ","018"
"4215802","SAO BENTO DO SUL","013"
"4215901","SAO BONIFACIO","018"
"4216008","SAO CARLOS","010"
"4216057","SAO CRISTOVAO DO SUL","002"
"4216107","SAO DOMINGOS","001"
"4216206","SAO FRANCISCO DO SUL","013"
"4216255","SAO JOAO DO OESTE","005"
"4216305","SAO JOAO BATISTA","018"
"4216354","SAO JOAO DO ITAPERIU","017"
"4216404","SAO JOAO DO SUL","006"
"4216503","SAO JOAQUIM","015"
"4216602","SAO JOSE","018"
"4216701","SAO JOSE DO CEDRO","005"
"4216800","SAO JOSE DO CERRITO","015"
"4216909","SAO LOURENCO DO OESTE","010"
"4217006","SAO LUDGERO","014"
"4217105","SAO MARTINHO","014"
"4217154","SAO MIGUEL DA BOA VISTA","010"
"4217204","SAO MIGUEL D'OESTE","005"
"4217303","SAUDADES","010"
"4217402","SCHROEDER","017"
"4217501","SEARA","003"
"4217550","SERRA ALTA","010"
"4217600","SIDEROPOLIS","012"
"4217709","SOMBRIO","006"
"4217758","SUL BRASIL","010"
"4217808","TAIO","004"
"4217907","TANGARA","008"
"4218004","TIJUCAS","018"
"4218103","TIMBE DO SUL","006"
"4218202","TIMBO","009"
"4218251","TIMBO GRANDE","002"
"4218301","TRES BARRAS","016"
"4218400","TREZE DE MAIO","014"
"4218509","TREZE TILIAS","008"
"4218608","TROMBUDO CENTRAL","004"
"4218707","TUBARAO","014"
"4218756","TUNAPOLIS","005"
"4218806","TURVO","006"
"4218855","UNIAO DO OESTE","010"
"4218905","URUBICI","015"
"4218954","URUPEMA","015"
"4219002","URUSSANGA","012"
"4219101","VARGEAO","001"
"4219150","VARGEM","010"
"4219176","VARGEM BONITA","008"
"4219200","VIDAL RAMOS","004"
"4219309","VIDEIRA","002"
"4219358","VITOR MEIRELES","004"
"4219408","WITMARSUM","004"
"4219507","XANXERE","001"
"4219606","XAVANTINA","003"
"4219705","XAXIM","001"
"4300000","RIO GRANDE DO SUL - IGNORADO",""
"4300059","AGUA SANTA","326"
"4300109","AGUDO","314"
"4300208","AJURICABA","327"
"4300307","ALECRIM","324"
"4300406","ALEGRETE","321"
"4300455","ALEGRIA","324"
"4300505","ALPESTRE","325"
"4300554","ALTO ALEGRE","330"
"4300570","ALTO FELIZ",""
"4300604","ALVORADA","308"
"4300638","AMARAL FERRADOR","320"
"4300646","AMETISTA DO SUL",""
"4300661","ANDRE DA ROCHA","331"
"4300703","ANTA GORDA","312"
"4300802","ANTONIO PRADO","311"
"4300851","ARAMBARE",""
"4300901","ARATIBA","326"
"4301008","ARROIO DO MEIO","313"
"4301057","ARROIO DO SAL","310"
"4301107","ARROIO DOS RATOS","315"
"4301206","ARROIO DO TIGRE","314"
"4301305","ARROIO GRANDE","319"
"4301404","ARVOREZINHA","312"
"4301503","AUGUSTO PESTANA","327"
"4301552","AUREA","326"
"4301602","BAGE","321"
"4301651","BARAO","309"
"4301701","BARAO DE COTEGIPE","326"
"4301750","BARAO DO TRIUNFO",""
"4301800","BARRACAO","326"
"4301859","BARRA DO GUARITA",""
"4301909","BARRA DO RIBEIRO","308"
"4301925","BARRA DO RIO AZUL",""
"4301958","BARRA FUNDA",""
"4302006","BARROS CASSAL","330"
"4302105","BENTO GONCALVES","311"
"4302154","BOA VISTA DAS MISSOES",""
"4302204","BOA VISTA DO BURICA","324"
"4302303","BOM JESUS","331"
"4302352","BOM PRINCIPIO","309"
"4302378","BOM PROGRESSO",""
"4302402","BOM RETIRO DO SUL","313"
"4302451","BOQUEIRAO DO LEAO","313"
"4302501","BOSSOROCA","323"
"4302600","BRAGA","325"
"4302659","BROCHIER","309"
"4302709","BUTIA","315"
"4302808","CACAPAVA DO SUL","320"
"4302907","CACEQUI","321"
"4303004","CACHOEIRA DO SUL","315"
"4303103","CACHOEIRINHA","308"
"4303202","CACIQUE DOBLE","326"
"4303301","CAIBATE","323"
"4303400","CAICARA","325"
"4303509","CAMAQUA","317"
"4303558","CAMARGO","326"
"4303608","CAMBARA DO SUL","331"
"4303673","CAMPESTRE DA SERRA",""
"4303707","CAMPINA DAS MISSOES","324"
"4303806","CAMPINAS DO SUL","326"
"4303905","CAMPO BOM","308"
"4304002","CAMPO NOVO","325"
"4304101","CAMPOS BORGES","330"
"4304200","CANDELARIA","314"
"4304309","CANDIDO GODOI","324"
"4304358","CANDIOTA",""
"4304408","CANELA","309"
"4304507","CANGUCU","317"
"4304606","CANOAS","308"
"4304630","CAPAO DA CANOA","310"
"4304663","CAPAO DO LEAO","317"
"4304689","CAPELA DE SANTANA","309"
"4304697","CAPITAO",""
"4304705","CARAZINHO","328"
"4304804","CARLOS BARBOSA","311"
"4304853","CARLOS GOMES",""
"4304903","CASCA","312"
"4304952","CASEIROS","331"
"4305009","CATUIPE","323"
"4305108","CAXIAS DO SUL","311"
"4305116","CENTENARIO",""
"4305132","CERRO BRANCO","315"
"4305157","CERRO GRANDE","328"
"4305173","CERRO GRANDE DO SUL","317"
"4305207","CERRO LARGO","324"
"4305306","CHAPADA","328"
"4305355","CHARQUEADAS","315"
"4305371","CHARRUA",""
"4305405","CHIAPETA","327"
"4305454","CIDREIRA","310"
"4305504","CIRIACO","326"
"4305587","COLINAS",""
"4305603","COLORADO","329"
"4305702","CONDOR","327"
"4305801","CONSTANTINA","325"
"4305850","COQUEIROS DO SUL",""
"4305900","CORONEL BICACO","328"
"4305959","COTIPORA","311"
"4305975","COXILHA",""
"4306007","CRISSIUMAL","324"
"4306056","CRISTAL","317"
"4306106","CRUZ ALTA","322"
"4306205","CRUZEIRO DO SUL","313"
"4306304","DAVID CANABARRO","312"
"4306320","DERRUBADAS",""
"4306353","DEZESSEIS DE NOVEMBRO","323"
"4306403","DOIS IRMAOS","309"
"4306429","DOIS IRMAOS DAS MISSOES",""
"4306452","DOIS LAJEADOS","312"
"4306502","DOM FELICIANO","317"
"4306601","DOM PEDRITO","321"
"4306700","DONA FRANCISCA","314"
"4306734","DOUTOR MAURICIO CARDOSO","324"
"4306767","ELDORADO DO SUL","308"
"4306809","ENCANTADO","313"
"4306908","ENCRUZILHADA DO SUL","320"
"4306924","ENGENHO VELHO",""
"4306932","ENTRE-IJUIS","323"
"4306957","ENTRE RIOS DO SUL","323"
"4306973","EREBANGO","326"
"4307005","ERECHIM","326"
"4307054","ERNESTINA","328"
"4307104","HERVAL","319"
"4307203","ERVAL GRANDE","326"
"4307302","ERVAL SECO","325"
"4307401","ESMERALDA","331"
"4307500","ESPUMOSO","330"
"4307559","ESTACAO","326"
"4307609","ESTANCIA VELHA","308"
"4307708","ESTEIO","308"
"4307807","ESTRELA","313"
"4307831","EUGENIO DE CASTRO","323"
"4307864","FAGUNDES VARELA","311"
"4307906","FARROUPILHA","311"
"4308003","FAXINAL DO SOTURNO","314"
"4308052","FAXINALZINHO","326"
"4308102","FELIZ","309"
"4308201","FLORES DA CUNHA","311"
"4308300","FONTOURA XAVIER","312"
"4308409","FORMIGUEIRO","316"
"4308458","FORTALEZA DOS VALOS","322"
"4308508","FREDERICO WESTPHALEN","325"
"4308607","GARIBALDI","311"
"4308656","GARRUCHOS",""
"4308706","GAURAMA","326"
"4308805","GENERAL CAMARA","315"
"4308854","GENTIL",""
"4308904","GETULIO VARGAS","326"
"4309001","GIRUA","323"
"4309050","GLORINHA","308"
"4309100","GRAMADO","309"
"4309126","GRAMADO DOS LOUREIROS",""
"4309159","GRAMADO XAVIER",""
"4309209","GRAVATAI","308"
"4309258","GUABIJU","312"
"4309308","GUAIBA","308"
"4309407","GUAPORE","312"
"4309506","GUARANI DAS MISSOES","324"
"4309555","HARMONIA","309"
"4309605","HORIZONTINA","324"
"4309654","HULHA NEGRA",""
"4309704","HUMAITA","324"
"4309753","IBARAMA","314"
"4309803","IBIACA","326"
"4309902","IBIRAIARAS","331"
"4309951","IBIRAPUITA","330"
"4310009","IBIRUBA","322"
"4310108","IGREJINHA","309"
"4310207","IJUI","327"
"4310306","ILOPOLIS","312"
"4310330","IMBE","310"
"4310363","IMIGRANTE","313"
"4310405","INDEPENDENCIA","324"
"4310413","INHACORA",""
"4310439","IPE","331"
"4310462","IPIRANGA DO SUL","326"
"4310504","IRAI","325"
"4310553","ITACURUBI","321"
"4310579","ITAPUCA",""
"4310603","ITAQUI","321"
"4310702","ITATIBA DO SUL","326"
"4310751","IVORA","322"
"4310801","IVOTI","309"
"4310850","JABOTICABA","328"
"4310900","JACUTINGA","326"
"4311007","JAGUARAO","319"
"4311106","JAGUARI","316"
"4311122","JAQUIRANA","331"
"4311155","JOIA","322"
"4311205","JULIO DE CASTILHOS","322"
"4311254","LAGOAO","330"
"4311270","LAGOA DOS TRES CANTOS",""
"4311304","LAGOA VERMELHA","331"
"4311403","LAJEADO","313"
"4311429","LAJEADO DO BUGRE",""
"4311502","LAVRAS DO SUL","320"
"4311601","LIBERATO SALZANO","325"
"4311627","LINDOLFO COLLOR",""
"4311643","LINHA NOVA",""
"4311700","MACHADINHO","326"
"4311759","MANOEL VIANA",""
"4311775","MAQUINE",""
"4311791","MARATA",""
"4311809","MARAU","326"
"4311908","MARCELINO RAMOS","326"
"4311981","MARIANA PIMENTEL",""
"4312005","MARIANO MORO","326"
"4312104","MATA","316"
"4312138","MATO CASTELHANO",""
"4312153","MATO LEITAO",""
"4312203","MAXIMILIANO DE ALMEIDA","326"
"4312252","MINAS DO LEAO",""
"4312302","MIRAGUAI","325"
"4312351","MONTAURI","312"
"4312385","MONTE BELO DO SUL",""
"4312401","MONTENEGRO","309"
"4312427","MORMACO",""
"4312443","MORRINHOS DO SUL",""
"4312450","MORRO REDONDO","317"
"4312476","MORRO REUTER",""
"4312500","MOSTARDAS","318"
"4312609","MUCUM","313"
"4312625","MULITERNO",""
"4312658","NAO-ME-TOQUE","329"
"4312674","NICOLAU VERGUEIRO",""
"4312708","NONOAI","325"
"4312757","NOVA ALVORADA","312"
"4312807","NOVA ARACA","312"
"4312906","NOVA BASSANO","312"
"4312955","NOVA BOA VISTA",""
"4313003","NOVA BRESCIA","313"
"4313037","NOVA ESPERANCA DO SUL","316"
"4313060","NOVA HARTZ","308"
"4313086","NOVA PADUA",""
"4313102","NOVA PALMA","314"
"4313201","NOVA PETROPOLIS","309"
"4313300","NOVA PRATA","312"
"4313359","NOVA ROMA DO SUL","311"
"4313375","NOVA SANTA RITA",""
"4313409","NOVO HAMBURGO","308"
"4313425","NOVO MACHADO",""
"4313441","NOVO TIRADENTES",""
"4313490","NOVO BARREIRO",""
"4313508","OSORIO","310"
"4313607","PAIM FILHO","326"
"4313656","PALMARES DO SUL","310"
"4313706","PALMEIRA DAS MISSOES","328"
"4313805","PALMITINHO","325"
"4313904","PANAMBI","327"
"4313953","PANTANO GRANDE","315"
"4314001","PARAI","312"
"4314027","PARAISO DO SUL","315"
"4314035","PARECI NOVO",""
"4314050","PAROBE","309"
"4314076","PASSO DO SOBRADO",""
"4314100","PASSO FUNDO","328"
"4314159","PAVERAMA","315"
"4314209","PEDRO OSORIO","317"
"4314308","PEJUCARA","327"
"4314407","PELOTAS","317"
"4314423","PICADA CAFE",""
"4314456","PINHAL","328"
"4314472","PINHAL GRANDE",""
"4314498","PINHEIRINHO DO VALE",""
"4314506","PINHEIRO MACHADO","320"
"4314555","PIRAPO","323"
"4314605","PIRATINI","320"
"4314704","PLANALTO","325"
"4314753","POCO DAS ANTAS","309"
"4314779","PONTAO",""
"4314787","PONTE PRETA",""
"4314803","PORTAO","308"
"4314902","PORTO ALEGRE","308"
"4315008","PORTO LUCENA","324"
"4315057","PORTO MAUA",""
"4315073","PORTO VERA CRUZ",""
"4315107","PORTO XAVIER","324"
"4315131","POUSO NOVO","313"
"4315149","PRESIDENTE LUCENA",""
"4315156","PROGRESSO","313"
"4315172","PROTASIO ALVES","312"
"4315206","PUTINGA","312"
"4315305","QUARAI","321"
"4315321","QUEVEDOS",""
"4315354","QUINZE DE NOVEMBRO","322"
"4315404","REDENTORA","325"
"4315453","RELVADO","313"
"4315503","RESTINGA SECA","316"
"4315552","RIO DOS INDIOS",""
"4315602","RIO GRANDE","318"
"4315701","RIO PARDO","315"
"4315750","RIOZINHO","309"
"4315800","ROCA SALES","313"
"4315909","RODEIO BONITO","325"
"4316006","ROLANTE","309"
"4316105","RONDA ALTA","325"
"4316204","RONDINHA","325"
"4316303","ROQUE GONZALES","324"
"4316402","ROSARIO DO SUL","321"
"4316428","SAGRADA FAMILIA",""
"4316436","SALDANHA MARINHO","322"
"4316451","SALTO DO JACUI","330"
"4316477","SALVADOR DAS MISSOES",""
"4316501","SALVADOR DO SUL","309"
"4316600","SANANDUVA","326"
"4316709","SANTA BARBARA DO SUL","322"
"4316758","SANTA CLARA DO SUL",""
"4316808","SANTA CRUZ DO SUL","314"
"4316907","SANTA MARIA","316"
"4316956","SANTA MARIA DO HERVAL","309"
"4317004","SANTANA DA BOA VISTA","320"
"4317103","SANTANA DO LIVRAMENTO","321"
"4317202","SANTA ROSA","324"
"4317251","SANTA TEREZA",""
"4317301","SANTA VITORIA DO PALMAR","319"
"4317400","SANTIAGO","322"
"4317509","SANTO ANGELO","323"
"4317558","SANTO ANTONIO DO PALMA",""
"4317608","SANTO ANTONIO DA PATRULHA","310"
"4317707","SANTO ANTONIO DAS MISSOES","321"
"4317756","SANTO ANTONIO DO PLANALTO",""
"4317806","SANTO AUGUSTO","328"
"4317905","SANTO CRISTO","324"
"4317954","SANTO EXPEDITO DO SUL",""
"4318002","SAO BORJA","321"
"4318051","SAO DOMINGOS DO SUL","312"
"4318101","SAO FRANCISCO DE ASSIS","322"
"4318200","SAO FRANCISCO DE PAULA","331"
"4318309","SAO GABRIEL","321"
"4318408","SAO JERONIMO","315"
"4318424","SAO JOAO DA URTIGA","326"
"4318432","SAO JOAO DO POLESINE",""
"4318440","SAO JORGE","312"
"4318457","SAO JOSE DAS MISSOES",""
"4318465","SAO JOSE DO HERVAL","312"
"4318481","SAO JOSE DO HORTENCIO","309"
"4318499","SAO JOSE DO INHACORA",""
"4318507","SAO JOSE DO NORTE","318"
"4318606","SAO JOSE DO OURO","326"
"4318622","SAO JOSE DOS AUSENTES",""
"4318705","SAO LEOPOLDO","308"
"4318804","SAO LOURENCO DO SUL","317"
"4318903","SAO LUIZ GONZAGA","323"
"4319000","SAO MARCOS","311"
"4319109","SAO MARTINHO","325"
"4319125","SAO MARTINHO DA SERRA",""
"4319158","SAO MIGUEL DAS MISSOES","323"
"4319208","SAO NICOLAU","323"
"4319307","SAO PAULO DAS MISSOES","324"
"4319356","SAO PEDRO DA SERRA",""
"4319372","SAO PEDRO DO BUTIA",""
"4319406","SAO PEDRO DO SUL","316"
"4319505","SAO SEBASTIAO DO CAI","309"
"4319604","SAO SEPE","320"
"4319703","SAO VALENTIM","326"
"4319711","SAO VALENTIM DO SUL",""
"4319737","SAO VALERIO DO SUL",""
"4319752","SAO VENDELINO","309"
"4319802","SAO VICENTE DO SUL","316"
"4319901","SAPIRANGA","308"
"4320008","SAPUCAIA DO SUL","308"
"4320107","SARANDI","325"
"4320206","SEBERI","325"
"4320230","SEDE NOVA","324"
"4320263","SEGREDO","314"
"4320305","SELBACH","329"
"4320354","SENTINELA DO SUL",""
"4320404","SERAFINA CORREA","312"
"4320453","SERIO",""
"4320503","SERTAO","326"
"4320552","SERTAO SANTANA",""
"4320602","SEVERIANO DE ALMEIDA","326"
"4320651","SILVEIRA MARTINS","316"
"4320677","SINIMBU",""
"4320701","SOBRADINHO","314"
"4320800","SOLEDADE","330"
"4320909","TAPEJARA","326"
"4321006","TAPERA","329"
"4321105","TAPES","317"
"4321204","TAQUARA","309"
"4321303","TAQUARI","315"
"4321329","TAQUARUCU DO SUL","325"
"4321352","TAVARES","318"
"4321402","TENENTE PORTELA","324"
"4321436","TERRA DE AREIA","310"
"4321451","TEUTONIA","313"
"4321477","TIRADENTES DO SUL",""
"4321501","TORRES","310"
"4321600","TRAMANDAI","310"
"4321626","TRAVESSEIRO",""
"4321634","TRES ARROIOS","326"
"4321667","TRES CACHOEIRAS","310"
"4321709","TRES COROAS","309"
"4321808","TRES DE MAIO","324"
"4321832","TRES FORQUILHAS",""
"4321857","TRES PALMEIRAS","325"
"4321907","TRES PASSOS","324"
"4321956","TRINDADE DO SUL","325"
"4322004","TRIUNFO","315"
"4322103","TUCUNDUVA","324"
"4322152","TUNAS","330"
"4322186","TUPANCI DO SUL",""
"4322202","TUPANCIRETA","322"
"4322251","TUPANDI","309"
"4322301","TUPARENDI","324"
"4322350","UNIAO DA SERRA",""
"4322400","URUGUAIANA","321"
"4322509","VACARIA","331"
"4322533","VALE DO SOL",""
"4322541","VALE REAL",""
"4322558","VANINI","312"
"4322608","VENANCIO AIRES","314"
"4322707","VERA CRUZ","314"
"4322806","VERANOPOLIS","311"
"4322905","VIADUTOS","326"
"4323002","VIAMAO","308"
"4323101","VICENTE DUTRA","325"
"4323200","VICTOR GRAEFF","329"
"4323309","VILA FLORES","311"
"4323408","VILA MARIA","326"
"4323457","VILA NOVA DO SUL",""
"4323507","VISTA ALEGRE","325"
"4323606","VISTA ALEGRE DO PRATA","312"
"4323705","VISTA GAUCHA","324"
"4323754","VITORIA DAS MISSOES",""
"4323804","XANGRI-LA",""
"5000000","MATO GROSSO DO SUL - IGNORADO",""
"5000203","AGUA CLARA","343"
